Bloomberg,Yahoo,Industry,Name,Curncy,CcyAdj,TickerMultiplier
QQ/ LN Equity,QQ.L,Industrials,QinetiQ Group PLC,GBp,0.72,100
INVP LN Equity,INVP.L,Financials,Investec PLC,GBp,0.72,100
HVPE LN Equity,HVPE.L,N/A,HarbourVest Global Private Equity Ltd,GBp,0.72,100
3IN LN Equity,3IN.L,N/A,3i Infrastructure PLC,GBp,0.72,100
OSB LN Equity,OSB.L,Financials,OSB Group PLC,GBp,0.72,100
ASHM LN Equity,ASHM.L,Financials,Ashmore Group PLC,GBp,0.72,100
RSW LN Equity,RSW.L,Information Technology,Renishaw PLC,GBp,0.72,100
SHB LN Equity,SHB.L,Real Estate,Shaftesbury PLC,GBp,0.72,100
SYNT LN Equity,SYNT.L,Materials,Synthomer PLC,GBp,0.72,100
CTY LN Equity,CTY.L,N/A,City of London Investment Trust PLC/The,GBp,0.72,100
BOY LN Equity,BOY.L,Industrials,Bodycote PLC,GBp,0.72,100
SRP LN Equity,SRP.L,Industrials,Serco Group PLC,GBp,0.72,100
ASCL LN Equity,ASCL.L,Communication Services,Ascential PLC,GBp,0.72,100
DOCS LN Equity,DOCS.L,Consumer Discretionary,Dr. Martens Plc,GBp,0.72,100
TRN LN Equity,TRN.L,Consumer Discretionary,Trainline PLC,GBp,0.72,100
NETW LN Equity,NETW.L,Information Technology,Network International Holdings PLC,GBp,0.72,100
DRX LN Equity,DRX.L,Utilities,Drax Group PLC,GBp,0.72,100
LRE LN Equity,LRE.L,Financials,Lancashire Holdings Ltd,GBp,0.72,100
TCAP LN Equity,TCAP.L,Financials,TP ICAP Group PLC,GBp,0.72,100
SVS LN Equity,SVS.L,Real Estate,Savills PLC,GBp,0.72,100
SPT LN Equity,SPT.L,Information Technology,Spirent Communications PLC,GBp,0.72,100
HGT LN Equity,HGT.L,N/A,HgCapital Trust PLC/Fund,GBp,0.72,100
JMG LN Equity,JMG.L,N/A,JPMorgan Emerging Markets Investment Tru,GBp,0.72,100
TRY LN Equity,TRY.L,N/A,TR Property Investment Trust PLC - Ordin,GBp,0.72,100
HRI LN Equity,HRI.L,N/A,Herald Investment Trust PLC,GBp,0.72,100
BNKR LN Equity,BNKR.L,N/A,Bankers Investment Trust PLC/The,GBp,0.72,100
WG/ LN Equity,WG.L,Energy,John Wood Group PLC,GBp,0.72,100
HMSO LN Equity,HMSO.L,Real Estate,Hammerson PLC,GBp,0.72,100
GYS LN Equity,GYS.L,Consumer Discretionary,Gamesys Group PLC,GBp,0.72,100
RDW LN Equity,RDW.L,Consumer Discretionary,Redrow PLC,GBp,0.72,100
PNL LN Equity,PNL.L,N/A,Personal Assets Trust PLC/Fund,GBp,0.72,100
GEN LN Equity,GEN.L,Industrials,Genuit Group PLC,GBp,0.72,100
MSLH LN Equity,MSLH.L,Materials,Marshalls PLC,GBp,0.72,100
IHP LN Equity,IHP.L,Financials,IntegraFin Holdings PLC,GBp,0.72,100
DNLM LN Equity,DNLM.L,Consumer Discretionary,Dunelm Group PLC,GBp,0.72,100
NEX LN Equity,NEX.L,Industrials,National Express Group PLC,GBp,0.72,100
PIN LN Equity,PIN.L,N/A,Pantheon International PLC/The Fund,GBp,0.72,100
BAB LN Equity,BAB.L,Industrials,Babcock International Group PLC,GBp,0.72,100
CHRY LN Equity,CHRY.L,N/A,Chrysalis Investments Ltd,GBp,0.72,100
MYI LN Equity,MYI.L,N/A,Murray International Trust PLC,GBp,0.72,100
PAG LN Equity,PAG.L,Financials,Paragon Banking Group PLC,GBp,0.72,100
ASL LN Equity,ASL.L,N/A,Aberforth Smaller Companies Trust PLC,GBp,0.72,100
PLUS LN Equity,PLUS.L,Financials,Plus500 Ltd,GBp,0.72,100
SNN LN Equity,SNN.L,Financials,Sanne Group PLC,GBp,0.72,100
IEM LN Equity,IEM.L,N/A,Impax Environmental Markets PLC,GBp,0.72,100
AML LN Equity,AML.L,Consumer Discretionary,Aston Martin Lagonda Global Holdings PLC,GBp,0.72,100
DC/ LN Equity,DC.L,Consumer Discretionary,Dixons Carphone PLC,GBp,0.72,100
OXIG LN Equity,OXIG.L,Information Technology,Oxford Instruments PLC,GBp,0.72,100
MCRO LN Equity,MCRO.L,Information Technology,Micro Focus International PLC,GBp,0.72,100
VEIL LN Equity,VEIL.L,N/A,Vietnam Enterprise Investments Ltd,GBp,0.72,100
MONY LN Equity,MONY.L,Consumer Discretionary,Moneysupermarket.com Group PLC,GBp,0.72,100
SONG LN Equity,SONG.L,N/A,Hipgnosis Songs Fund Ltd/The Fund,GBp,0.72,100
JAM LN Equity,JAM.L,N/A,JPMorgan American Investment Trust PLC/F,GBp,0.72,100
FEV LN Equity,FEV.L,N/A,Fidelity European Trust PLC,GBp,0.72,100
CAPC LN Equity,CAPC.L,Real Estate,Capital & Counties Properties PLC,GBp,0.72,100
EWI LN Equity,EWI.L,N/A,Edinburgh Worldwide Investment Trust PLC,GBp,0.72,100
HILS LN Equity,HILS.L,Materials,Hill & Smith Holdings PLC,GBp,0.72,100
ATT LN Equity,ATT.L,N/A,Allianz Technology Trust PLC,GBp,0.72,100
FXPO LN Equity,FXPO.L,Materials,Ferrexpo PLC,GBp,0.72,100
LIO LN Equity,LIO.L,Financials,Liontrust Asset Management PLC,GBp,0.72,100
IPO LN Equity,IPO.L,Financials,IP Group PLC,GBp,0.72,100
AJB LN Equity,AJB.L,Financials,AJ Bell PLC,GBp,0.72,100
FCSS LN Equity,FCSS.L,N/A,Fidelity China Special Situations PLC,GBp,0.72,100
WKP LN Equity,WKP.L,Real Estate,Workspace Group PLC,GBp,0.72,100
JUP LN Equity,JUP.L,Financials,Jupiter Fund Management PLC,GBp,0.72,100
INDV LN Equity,INDV.L,Health Care,Indivior PLC,GBp,0.72,100
VSVS LN Equity,VSVS.L,Industrials,Vesuvius PLC,GBp,0.72,100
SRE LN Equity,SRE.L,Real Estate,Sirius Real Estate Ltd,GBp,0.72,100
BBGI LN Equity,BBGI.L,N/A,BBGI Global Infrastructure S.A.,GBp,0.72,100
PTEC LN Equity,PTEC.L,Consumer Discretionary,Playtech Plc,GBp,0.72,100
MGAM LN Equity,MGAM.L,Industrials,Morgan Advanced Materials PLC,GBp,0.72,100
RAT LN Equity,RAT.L,Financials,Rathbone Brothers PLC,GBp,0.72,100
RCH LN Equity,RCH.L,Communication Services,Reach PLC,GBp,0.72,100
RHIM LN Equity,RHIM.L,Materials,RHI Magnesita NV,GBp,0.72,100
ERM LN Equity,ERM.L,Communication Services,Euromoney Institutional Investor PLC,GBp,0.72,100
FGP LN Equity,FGP.L,Industrials,Firstgroup PLC,GBp,0.72,100
BRWM LN Equity,BRWM.L,N/A,BlackRock World Mining Trust PLC,GBp,0.72,100
CEY LN Equity,CEY.L,Materials,Centamin PLC,GBp,0.72,100
FRAS LN Equity,FRAS.L,Consumer Discretionary,Frasers Group PLC,GBp,0.72,100
BRW LN Equity,BRW.L,Financials,Brewin Dolphin Holdings PLC,GBp,0.72,100
MUT LN Equity,MUT.L,N/A,Murray Income Trust PLC,GBp,0.72,100
MDC LN Equity,MDC.L,Health Care,Mediclinic International PLC,GBp,0.72,100
CLDN LN Equity,CLDN.L,N/A,Caledonia Investments PLC,GBp,0.72,100
GSS LN Equity,GSS.L,N/A,Genesis Emerging Markets Fund Ltd,GBp,0.72,100
USA LN Equity,USA.L,N/A,Baillie Gifford US Growth Trust PLC,GBp,0.72,100
REDD LN Equity,REDD.L,Industrials,Redde Northgate PLC,GBp,0.72,100
JUST LN Equity,JUST.L,Financials,Just Group PLC,GBp,0.72,100
888 LN Equity,888.L,Consumer Discretionary,888 Holdings PLC,GBp,0.72,100
COA LN Equity,COA.L,Consumer Discretionary,Coats Group PLC,GBp,0.72,100
EDIN LN Equity,EDIN.L,N/A,Edinburgh Investment Trust PLC/The,GBp,0.72,100
BBH LN Equity,BBH.L,N/A,BB Healthcare Trust Plc,GBp,0.72,100
FDM LN Equity,FDM.L,Information Technology,FDM Group Holdings PLC,GBp,0.72,100
HTWS LN Equity,HTWS.L,Communication Services,Helios Towers PLC,GBp,0.72,100
CRST LN Equity,CRST.L,Consumer Discretionary,Crest Nicholson Holdings plc,GBp,0.72,100
SYNC LN Equity,SYNC.L,N/A,Syncona Limited,GBp,0.72,100
AGT LN Equity,AGT.L,N/A,Avi Global Trust PLC,GBp,0.72,100
BRSC LN Equity,BRSC.L,N/A,BlackRock Smaller Cos Trust PLC,GBp,0.72,100
JFJ LN Equity,JFJ.L,N/A,JPMorgan Japanese Investment Trust PLC/F,GBp,0.72,100
SDP LN Equity,SDP.L,N/A,Schroder AsiaPacific Fund PLC,GBp,0.72,100
KNOS LN Equity,KNOS.L,Information Technology,Kainos Group PLC,GBp,0.72,100
HSL LN Equity,HSL.L,N/A,Henderson Smaller Companies Investment T,GBp,0.72,100
JDW LN Equity,JDW.L,Consumer Discretionary,J D Wetherspoon PLC,GBp,0.72,100
VEC LN Equity,VEC.L,Health Care,Vectura Group PLC,GBp,0.72,100
BYIT LN Equity,BYIT.L,Information Technology,Bytes Technology Group PLC,GBp,0.72,100
DIGS LN Equity,DIGS.L,Real Estate,GCP Student Living PLC,GBp,0.72,100
BGSC LN Equity,BGSC.L,N/A,BMO Global Smaller Companies PLC/Fund,GBp,0.72,100
MGNS LN Equity,MGNS.L,Industrials,Morgan Sindall Group PLC,GBp,0.72,100
BGFD LN Equity,BGFD.L,N/A,Baillie Gifford Japan Trust PLC/The,GBp,0.72,100
LWDB LN Equity,LWDB.L,Financials,Law Debenture Corp PLC/fund,GBp,0.72,100
GCP LN Equity,GCP.L,N/A,GCP Infrastructure Investments Ltd,GBp,0.72,100
AAF LN Equity,AAF.L,Communication Services,Airtel Africa PLC,GBp,0.72,100
FAN LN Equity,FAN.L,Industrials,Volution Group PLC,GBp,0.72,100
CCR LN Equity,CCR.L,Consumer Staples,C&C Group PLC,GBp,0.72,100
LXI LN Equity,LXI.L,Real Estate,LXI REIT Plc,GBp,0.72,100
TIFS LN Equity,TIFS.L,Consumer Discretionary,TI Fluid Systems PLC,GBp,0.72,100
CHG LN Equity,CHG.L,Industrials,Chemring Group PLC,GBp,0.72,100
SAIN LN Equity,SAIN.L,N/A,Scottish American Investment Co PLC/The,GBp,0.72,100
IBST LN Equity,IBST.L,Materials,Ibstock PLC,GBp,0.72,100
RTN LN Equity,RTN.L,Consumer Discretionary,Restaurant Group PLC/The,GBp,0.72,100
MTO LN Equity,MTO.L,Industrials,Mitie Group PLC,GBp,0.72,100
ELM LN Equity,ELM.L,Materials,Elementis PLC,GBp,0.72,100
ESNT LN Equity,ESNT.L,Materials,Essentra PLC,GBp,0.72,100
JEO LN Equity,JEO.L,N/A,European Opportunities Trust PLC,GBp,0.72,100
TYMN LN Equity,TYMN.L,Industrials,Tyman PLC,GBp,0.72,100
JEDT LN Equity,JEDT.L,N/A,JPMorgan European Discovery Trust PLC,GBp,0.72,100
NCC LN Equity,NCC.L,Information Technology,NCC Group PLC,GBp,0.72,100
CNE LN Equity,CNE.L,Energy,Cairn Energy PLC,GBp,0.72,100
OXB LN Equity,OXB.L,Health Care,Oxford Biomedica PLC,GBp,0.72,100
ENOG LN Equity,ENOG.L,Energy,Energean PLC,GBp,0.72,100
CKN LN Equity,CKN.L,Industrials,Clarkson PLC,GBp,0.72,100
BIFF LN Equity,BIFF.L,Industrials,Biffa PLC,GBp,0.72,100
XPP LN Equity,XPP.L,Industrials,XP Power Ltd,GBp,0.72,100
ICGT LN Equity,ICGT.L,N/A,ICG Enterprise Trust PLC,GBp,0.72,100
AVON LN Equity,AVON.L,Industrials,Avon Protection PLC,GBp,0.72,100
JTC LN Equity,JTC.L,Financials,JTC PLC,GBp,0.72,100
APAX LN Equity,APAX.L,N/A,Apax Global Alpha Ltd,GBp,0.72,100
VOF LN Equity,VOF.L,N/A,VinaCapital Vietnam Opportunity Fund Ltd,GBp,0.72,100
PFD LN Equity,PFD.L,Consumer Staples,Premier Foods PLC,GBp,0.72,100
N91 LN Equity,N91.L,Financials,Ninety One PLC,GBp,0.72,100
FOUR LN Equity,FOUR.L,Communication Services,4imprint Group PLC,GBp,0.72,100
CSH LN Equity,CSH.L,Real Estate,Civitas Social Housing PLC,GBp,0.72,100
SOI LN Equity,SOI.L,N/A,Schroder Oriental Income Fund Ltd,GBp,0.72,100
BGS LN Equity,BGS.L,N/A,Baillie Gifford Shin Nippon PLC,GBp,0.72,100
TMPL LN Equity,TMPL.L,N/A,Temple Bar Investment Trust PLC,GBp,0.72,100
MAB LN Equity,MAB.L,Consumer Discretionary,Mitchells & Butlers PLC,GBp,0.72,100
HFG LN Equity,HFG.L,Consumer Staples,Hilton Food Group PLC,GBp,0.72,100
DEC LN Equity,DEC.L,Energy,Diversified Energy Co PLC,GBp,0.72,100
ATG LN Equity,ATG.L,Consumer Discretionary,Auction Technology Group PLC,GBp,0.72,100
TRST LN Equity,TRST.L,Communication Services,Trustpilot Group PLC,GBp,0.72,100
GNC LN Equity,GNC.L,Consumer Staples,Greencore Group PLC,GBp,0.72,100
TLW LN Equity,TLW.L,Energy,Tullow Oil PLC,GBp,0.72,100
CPI LN Equity,CPI.L,Information Technology,Capita PLC,GBp,0.72,100
CINE LN Equity,CINE.L,Communication Services,Cineworld Group PLC,GBp,0.72,100
TEP LN Equity,TEP.L,Utilities,Telecom Plus PLC,GBp,0.72,100
AO/ LN Equity,AO.L,Consumer Discretionary,AO World PLC,GBp,0.72,100
WIX LN Equity,WIX.L,Consumer Discretionary,Wickes Group PLC,GBp,0.72,100
POG LN Equity,POG.L,Materials,Petropavlovsk PLC,GBp,0.72,100
SPI LN Equity,SPI.L,Health Care,Spire Healthcare Group PLC,GBp,0.72,100
FSV LN Equity,FSV.L,N/A,Fidelity Special Values PLC,GBp,0.72,100
UKCM LN Equity,UKCM.L,Real Estate,UK Commercial Property REIT Ltd,GBp,0.72,100
MOON LN Equity,MOON.L,Consumer Discretionary,Moonpig Group PLC,GBp,0.72,100
PRTC LN Equity,PRTC.L,Health Care,PureTech Health PLC,GBp,0.72,100
HOC LN Equity,HOC.L,Materials,Hochschild Mining PLC,GBp,0.72,100
PZC LN Equity,PZC.L,Consumer Staples,PZ Cussons PLC,GBp,0.72,100
CMCX LN Equity,CMCX.L,Financials,CMC Markets PLC,GBp,0.72,100
VVO LN Equity,VVO.L,Consumer Discretionary,Vivo Energy PLC,GBp,0.72,100
CLI LN Equity,CLI.L,Real Estate,CLS Holdings PLC,GBp,0.72,100
RNK LN Equity,RNK.L,Consumer Discretionary,Rank Group PLC,GBp,0.72,100
GLO LN Equity,GLO.L,Utilities,ContourGlobal PLC,GBp,0.72,100
HBR LN Equity,HBR.L,Energy,Harbour Energy PLC,GBp,0.72,100
